series,x,x_pixel,y_pixel,value,candidate_value,status,confidence,pixel_count,vertical_span,horizontal_span,size_support,compactness,path_margin,pixel_uncertainty,value_uncertainty,fill_fraction,dominant_template_index,distance_to_reference_line_px,reason
spontaneous_curvature,90.0,950.148426,339.0,3.420625,3.420625,extracted,0.948957,141,14,12,1.0,0.857143,4.0,1.179013,0.00147377,0.839286,0,108.3,
spontaneous_curvature,92.5,972.36684,328.0,3.434375,3.434375,extracted,0.981429,145,14,12,1.0,0.857143,20.461571,1.162637,0.0014533,0.863095,0,97.3,
spontaneous_curvature,95.0,994.585254,315.0,3.450625,3.450625,extracted,0.990554,134,17,17,1.0,1.0,19.376042,1.468576,0.00183572,0.463668,0,84.3,
spontaneous_curvature,97.5,1016.803668,300.0,3.469375,3.469375,extracted,0.991845,131,15,16,1.0,0.9375,11.799933,1.310556,0.0016382,0.545833,0,69.3,
spontaneous_curvature,100.0,1039.022082,282.0,3.491875,3.491875,extracted,0.986055,129,17,17,1.0,1.0,16.736779,1.496767,0.00187096,0.446367,0,51.3,
spontaneous_curvature,102.5,1061.240496,262.0,3.516875,3.516875,extracted,0.971593,128,18,15,1.0,0.833333,20.337311,1.59099,0.00198874,0.474074,0,31.3,
spontaneous_curvature,105.0,1083.45891,241.0,3.543125,3.543125,extracted,0.972143,127,14,11,1.0,0.785714,18.719069,1.242299,0.00155287,0.824675,0,10.3,
spontaneous_curvature,107.5,1105.677324,221.0,3.568125,3.568125,extracted,0.913988,123,19,11,1.0,0.578947,4.0,1.713172,0.00214147,0.588517,1,9.7,
spontaneous_curvature,110.0,1127.895738,198.0,3.596875,3.596875,extracted,0.954045,117,17,11,1.0,0.647059,10.782399,1.571651,0.00196456,0.625668,1,32.7,
spontaneous_curvature,112.5,1150.114152,172.0,3.629375,3.629375,extracted,0.951197,116,16,10,1.0,0.625,11.135138,1.485563,0.00185695,0.725,1,58.7,
spontaneous_curvature,115.0,1172.332566,141.0,3.668125,3.668125,extracted,0.947607,111,15,9,1.0,0.6,8.904331,1.423737,0.00177967,0.822222,1,89.7,
spontaneous_curvature,117.5,1194.55098,160.0,3.644375,3.644375,extracted,0.944544,98,17,10,1.0,0.588235,7.13337,1.717259,0.00214657,0.576471,1,70.7,
spontaneous_curvature,120.0,1216.769394,188.5,3.60875,3.60875,extracted,0.943022,92,14,8,1.0,0.571429,7.599824,1.459601,0.0018245,0.821429,1,42.2,
spontaneous_curvature,122.5,1238.987808,212.0,3.579375,3.579375,extracted,0.948674,97,15,10,1.0,0.666667,5.557193,1.523019,0.00190377,0.646667,1,18.7,
spontaneous_curvature,125.0,1261.206222,233.0,3.553125,3.553125,extracted,0.962406,83,15,12,1.0,0.8,7.444708,1.646464,0.00205808,0.461111,0,2.3,
spontaneous_curvature,127.5,1283.424636,254.0,3.526875,3.526875,extracted,0.914605,83,19,12,1.0,0.631579,6.975937,2.0,0.0025,0.364035,0,23.3,
spontaneous_curvature,130.0,1305.64305,274.0,3.501875,3.501875,extracted,0.905589,64,13,6,1.0,0.461538,4.265047,1.625,0.00203125,0.820513,0,43.3,
spontaneous_curvature,132.5,1327.861464,295.0,3.475625,3.475625,extracted,0.865903,86,28,17,1.0,0.607143,15.947486,2.0,0.0025,0.180672,0,64.3,
spontaneous_curvature,135.0,1350.079878,311.0,3.455625,3.455625,extracted,0.878529,91,26,17,1.0,0.653846,17.489255,2.0,0.0025,0.205882,0,80.3,
spontaneous_curvature,137.5,1372.298292,324.0,3.439375,3.439375,extracted,0.949857,63,14,10,1.0,0.714286,16.996847,1.763834,0.00220479,0.45,0,93.3,
