map_id,cell_type,spot_id,pdf_x_pt,pdf_y_pt,panel_x_norm,panel_y_norm,displayed_colour_value_approx,value_status,colourbar_y_px,colourbar_lab_distance,fill_hex,fill_r,fill_g,fill_b,marker_width_pt,marker_height_pt,drawing_index,visible_status
map_12,Cancer clone A,map_12_0024,346.0150146484375,61.26451301574707,0.6071441004869914,0.0293191760967309,0.8261508915441916,colourbar_calibrated_visible_approximation,381,3.5406722945540325,#7ac364,122,195,100,1.90997314453125,2.0509986877441406,1266,vector_marker_extracted
map_12,Cancer clone A,map_12_0025,347.92449951171875,61.26451301574707,0.6428537593304824,0.0293191760967309,1.0498605832201662,colourbar_calibrated_visible_approximation,323,6.498577433580077,#ead849,234,216,73,1.90899658203125,2.0509986877441406,1281,vector_marker_extracted
map_12,Cancer clone A,map_12_0026,349.8340148925781,61.26451301574707,0.6785639888893138,0.0293191760967309,0.49830048132940147,colourbar_calibrated_visible_approximation,466,1.6976953253699885,#39878c,57,135,140,1.90997314453125,2.0509986877441406,1227,vector_marker_extracted
map_12,Cancer clone A,map_12_0027,351.7439880371094,61.26451301574707,0.7142827791782498,0.0293191760967309,0.4134450810385146,colourbar_calibrated_visible_approximation,488,1.1040306411842373,#3d758c,61,117,140,1.90997314453125,2.0509986877441406,1208,vector_marker_extracted
map_12,Cancer clone A,map_12_0028,321.1884765625,63.3155403137207,0.1428580396955348,0.058639251976229705,0.02002458878076626,colourbar_calibrated_visible_approximation,590,2.565450486612391,#43274d,67,39,77,1.90899658203125,2.0510025024414062,1053,vector_marker_extracted
map_12,Cancer clone A,map_12_0029,323.0979919433594,63.3155403137207,0.1785682692543661,0.058639251976229705,0.043166970678280826,colourbar_calibrated_visible_approximation,584,1.7185371924090493,#452a51,69,42,81,1.90997314453125,2.0510025024414062,1091,vector_marker_extracted
map_12,Cancer clone A,map_12_0030,325.00799560546875,63.3155403137207,0.21428763025864248,0.058639251976229705,0.07788054352455268,colourbar_calibrated_visible_approximation,575,1.476569723177161,#4e3168,78,49,104,1.90997314453125,2.0510025024414062,1139,vector_marker_extracted
map_12,Cancer clone A,map_12_0031,326.9175109863281,63.3155403137207,0.24999785981747383,0.058639251976229705,0.02002458878076626,colourbar_calibrated_visible_approximation,590,2.565450486612391,#43274d,67,39,77,1.90899658203125,2.0510025024414062,889,vector_marker_extracted
map_12,Cancer clone A,map_12_0032,328.8269958496094,63.3155403137207,0.28570751866096483,0.058639251976229705,0.02002458878076626,colourbar_calibrated_visible_approximation,590,2.565450486612391,#43274d,67,39,77,1.90997314453125,2.0510025024414062,986,vector_marker_extracted
map_12,Cancer clone A,map_12_0033,330.73699951171875,63.3155403137207,0.3214268796652412,0.058639251976229705,0.02002458878076626,colourbar_calibrated_visible_approximation,590,2.565450486612391,#43274d,67,39,77,1.90997314453125,2.0510025024414062,933,vector_marker_extracted
map_12,Cancer clone A,map_12_0034,332.6470031738281,63.3155403137207,0.35714624066951756,0.058639251976229705,0.02002458878076626,colourbar_calibrated_visible_approximation,590,2.565450486612391,#43274d,67,39,77,1.90997314453125,2.0510025024414062,873,vector_marker_extracted
map_12,Cancer clone A,map_12_0035,334.5564880371094,63.3155403137207,0.3928558995130086,0.058639251976229705,0.03159577972952354,colourbar_calibrated_visible_approximation,587,2.1452647653023607,#452950,69,41,80,1.90899658203125,2.0510025024414062,1090,vector_marker_extracted
map_12,Cancer clone A,map_12_0036,336.46600341796875,63.3155403137207,0.42856612907183994,0.058639251976229705,0.44815865388478643,colourbar_calibrated_visible_approximation,479,1.7774893675137504,#3b7e8c,59,126,140,1.90997314453125,2.0510025024414062,1217,vector_marker_extracted
map_12,Cancer clone A,map_12_0037,338.3760070800781,63.3155403137207,0.4642854900761163,0.058639251976229705,0.455872781183958,colourbar_calibrated_visible_approximation,477,1.4901731922970483,#3a7f8c,58,127,140,1.90997314453125,2.0510025024414062,1218,vector_marker_extracted
map_12,Cancer clone A,map_12_0038,340.2855224609375,63.3155403137207,0.49999571963494766,0.058639251976229705,0.6101553271673886,colourbar_calibrated_visible_approximation,437,2.2508204107306593,#36a188,54,161,136,1.90899658203125,2.0510025024414062,1251,vector_marker_extracted
map_12,Cancer clone A,map_12_0039,342.19500732421875,63.3155403137207,0.5357053784784387,0.058639251976229705,0.8762927189888067,colourbar_calibrated_visible_approximation,368,3.2125754076759536,#93c958,147,201,88,1.90997314453125,2.0510025024414062,1273,vector_marker_extracted
map_12,Cancer clone A,map_12_0040,344.1050109863281,63.3155403137207,0.571424739482715,0.058639251976229705,1.0498605832201662,colourbar_calibrated_visible_approximation,323,6.20616235979469,#f0d94b,240,217,75,1.90997314453125,2.0510025024414062,1286,vector_marker_extracted
map_12,Cancer clone A,map_12_0041,346.0150146484375,63.3155403137207,0.6071441004869914,0.058639251976229705,0.44815865388478643,colourbar_calibrated_visible_approximation,479,1.7774893675137504,#3b7e8c,59,126,140,1.90997314453125,2.0510025024414062,1216,vector_marker_extracted
map_12,Cancer clone A,map_12_0042,347.92449951171875,63.3155403137207,0.6428537593304824,0.058639251976229705,0.5330140541756734,colourbar_calibrated_visible_approximation,457,1.6000472659759146,#37908b,55,144,139,1.90899658203125,2.0510025024414062,1237,vector_marker_extracted
