kind,set,series,category,spot_id,pdf_x_pt,pdf_y_pt,panel_x_norm,panel_y_norm,pixel_x,pixel_y,radius,fill,fill_r,fill_g,fill_b,marker_width_pt,marker_height_pt,value,value_status,colourbar_y_px,colourbar_lab_distance,drawing_index,visible_status,numeric_use_allowed,coordinate_space
point,region_map,categorical_region_spot,Cancer,region_0057,148.4550018310547,83.9215202331543,0.4642920762116312,0.11537741129243495,285.229174,149.673001,3.177087,#ca2f2e,202,47,46,1.246002197265625,1.5250015258789062,,categorical_visible_marker_no_numeric_value,,,120,vector_marker_extracted,false,pdf_vector_point_and_source_crop_pixel
point,region_map,categorical_region_spot,Cancer,region_0058,151.68499755859375,83.9215202331543,0.5,0.11537741129243495,298.687490,149.673001,3.177087,#ca2f2e,202,47,46,1.246002197265625,1.5250015258789062,,categorical_visible_marker_no_numeric_value,,,141,vector_marker_extracted,false,pdf_vector_point_and_source_crop_pixel
point,region_map,categorical_region_spot,Cancer,region_0059,154.91600036621094,83.9215202331543,0.5357190571587234,0.11537741129243495,312.150002,149.673001,3.177087,#ca2f2e,202,47,46,1.246002197265625,1.5250015258789062,,categorical_visible_marker_no_numeric_value,,,162,vector_marker_extracted,false,pdf_vector_point_and_source_crop_pixel
point,region_map,categorical_region_spot,Cancer,region_0060,158.14700317382812,83.9215202331543,0.5714381143174468,0.11537741129243495,325.612513,149.673001,3.177087,#ca2f2e,202,47,46,1.246002197265625,1.5250015258789062,,categorical_visible_marker_no_numeric_value,,,183,vector_marker_extracted,false,pdf_vector_point_and_source_crop_pixel
point,region_map,categorical_region_spot,Cancer,region_0061,161.3769989013672,83.9215202331543,0.6071460381058156,0.11537741129243495,339.070829,149.673001,3.177087,#ca2f2e,202,47,46,1.246002197265625,1.5250015258789062,,categorical_visible_marker_no_numeric_value,,,204,vector_marker_extracted,false,pdf_vector_point_and_source_crop_pixel
point,region_map,categorical_region_spot,Cancer,region_0062,164.60800170898438,83.9215202331543,0.642865095264539,0.11537741129243495,352.533340,149.673001,3.177087,#ca2f2e,202,47,46,1.246002197265625,1.5250015258789062,,categorical_visible_marker_no_numeric_value,,,226,vector_marker_extracted,false,pdf_vector_point_and_source_crop_pixel
point,region_map,categorical_region_spot,Cancer,region_0063,167.83799743652344,83.9215202331543,0.6785730190529078,0.11537741129243495,365.991656,149.673001,3.177087,#ca2f2e,202,47,46,1.246002197265625,1.5250015258789062,,categorical_visible_marker_no_numeric_value,,,246,vector_marker_extracted,false,pdf_vector_point_and_source_crop_pixel
point,region_map,categorical_region_spot,Cancer,region_0064,171.06900024414062,83.9215202331543,0.7142920762116312,0.11537741129243495,379.454168,149.673001,3.177087,#ca2f2e,202,47,46,1.246002197265625,1.5250015258789062,,categorical_visible_marker_no_numeric_value,,,265,vector_marker_extracted,false,pdf_vector_point_and_source_crop_pixel
point,region_map,categorical_region_spot,Cancer,region_0065,174.3000030517578,83.9215202331543,0.7500111333703546,0.11537741129243495,392.916679,149.673001,3.177087,#ca2f2e,202,47,46,1.246002197265625,1.5250015258789062,,categorical_visible_marker_no_numeric_value,,,284,vector_marker_extracted,false,pdf_vector_point_and_source_crop_pixel
point,region_map,categorical_region_spot,Cancer,region_0066,177.52999877929688,83.9215202331543,0.7857190571587234,0.11537741129243495,406.374995,149.673001,3.177087,#ca2f2e,202,47,46,1.246002197265625,1.5250015258789062,,categorical_visible_marker_no_numeric_value,,,301,vector_marker_extracted,false,pdf_vector_point_and_source_crop_pixel
point,region_map,categorical_region_spot,Cancer,region_0067,180.76100158691406,83.9215202331543,0.8214381143174468,0.11537741129243495,419.837507,149.673001,3.177087,#ca2f2e,202,47,46,1.246002197265625,1.5250015258789062,,categorical_visible_marker_no_numeric_value,,,317,vector_marker_extracted,false,pdf_vector_point_and_source_crop_pixel
point,region_map,categorical_region_spot,Cancer,region_0068,183.99099731445312,83.9215202331543,0.8571460381058156,0.11537741129243495,433.295822,149.673001,3.177087,#ca2f2e,202,47,46,1.246002197265625,1.5250015258789062,,categorical_visible_marker_no_numeric_value,,,333,vector_marker_extracted,false,pdf_vector_point_and_source_crop_pixel
point,region_map,categorical_region_spot,Duct Epithelium,region_0069,129.0709991455078,87.09553146362305,0.25,0.1538488782769661,204.462496,162.898048,3.177087,#3b80b1,59,128,177,1.246002197265625,1.5250015258789062,,categorical_visible_marker_no_numeric_value,,,422,vector_marker_extracted,false,pdf_vector_point_and_source_crop_pixel
point,region_map,categorical_region_spot,Duct Epithelium,region_0070,132.302001953125,87.09553146362305,0.2857190571587234,0.1538488782769661,217.925008,162.898048,3.177087,#3b80b1,59,128,177,1.246002197265625,1.5250015258789062,,categorical_visible_marker_no_numeric_value,,,13,vector_marker_extracted,false,pdf_vector_point_and_source_crop_pixel
point,region_map,categorical_region_spot,Duct Epithelium,region_0071,135.5330047607422,87.09553146362305,0.3214381143174468,0.1538488782769661,231.387520,162.898048,3.177087,#3b80b1,59,128,177,1.246002197265625,1.5250015258789062,,categorical_visible_marker_no_numeric_value,,,33,vector_marker_extracted,false,pdf_vector_point_and_source_crop_pixel
point,region_map,categorical_region_spot,Cancer,region_0072,138.76300048828125,87.09553146362305,0.3571460381058156,0.1538488782769661,244.845835,162.898048,3.177087,#ca2f2e,202,47,46,1.246002197265625,1.5250015258789062,,categorical_visible_marker_no_numeric_value,,,54,vector_marker_extracted,false,pdf_vector_point_and_source_crop_pixel
point,region_map,categorical_region_spot,Cancer,region_0073,141.99400329589844,87.09553146362305,0.392865095264539,0.1538488782769661,258.308347,162.898048,3.177087,#ca2f2e,202,47,46,1.246002197265625,1.5250015258789062,,categorical_visible_marker_no_numeric_value,,,75,vector_marker_extracted,false,pdf_vector_point_and_source_crop_pixel
point,region_map,categorical_region_spot,Cancer,region_0074,145.2239990234375,87.09553146362305,0.4285730190529078,0.1538488782769661,271.766663,162.898048,3.177087,#ca2f2e,202,47,46,1.246002197265625,1.5250015258789062,,categorical_visible_marker_no_numeric_value,,,97,vector_marker_extracted,false,pdf_vector_point_and_source_crop_pixel
point,region_map,categorical_region_spot,Cancer,region_0075,148.4550018310547,87.09553146362305,0.4642920762116312,0.1538488782769661,285.229174,162.898048,3.177087,#ca2f2e,202,47,46,1.246002197265625,1.5250015258789062,,categorical_visible_marker_no_numeric_value,,,119,vector_marker_extracted,false,pdf_vector_point_and_source_crop_pixel
point,region_map,categorical_region_spot,Cancer,region_0076,151.68499755859375,87.09553146362305,0.5,0.1538488782769661,298.687490,162.898048,3.177087,#ca2f2e,202,47,46,1.246002197265625,1.5250015258789062,,categorical_visible_marker_no_numeric_value,,,140,vector_marker_extracted,false,pdf_vector_point_and_source_crop_pixel
point,region_map,categorical_region_spot,Cancer,region_0077,154.91600036621094,87.09553146362305,0.5357190571587234,0.1538488782769661,312.150002,162.898048,3.177087,#ca2f2e,202,47,46,1.246002197265625,1.5250015258789062,,categorical_visible_marker_no_numeric_value,,,161,vector_marker_extracted,false,pdf_vector_point_and_source_crop_pixel
point,region_map,categorical_region_spot,Cancer,region_0078,158.14700317382812,87.09553146362305,0.5714381143174468,0.1538488782769661,325.612513,162.898048,3.177087,#ca2f2e,202,47,46,1.246002197265625,1.5250015258789062,,categorical_visible_marker_no_numeric_value,,,182,vector_marker_extracted,false,pdf_vector_point_and_source_crop_pixel
point,region_map,categorical_region_spot,Cancer,region_0079,161.3769989013672,87.09553146362305,0.6071460381058156,0.1538488782769661,339.070829,162.898048,3.177087,#ca2f2e,202,47,46,1.246002197265625,1.5250015258789062,,categorical_visible_marker_no_numeric_value,,,203,vector_marker_extracted,false,pdf_vector_point_and_source_crop_pixel
point,region_map,categorical_region_spot,Cancer,region_0080,164.60800170898438,87.09553146362305,0.642865095264539,0.1538488782769661,352.533340,162.898048,3.177087,#ca2f2e,202,47,46,1.246002197265625,1.5250015258789062,,categorical_visible_marker_no_numeric_value,,,225,vector_marker_extracted,false,pdf_vector_point_and_source_crop_pixel
point,region_map,categorical_region_spot,Cancer,region_0081,167.83799743652344,87.09553146362305,0.6785730190529078,0.1538488782769661,365.991656,162.898048,3.177087,#ca2f2e,202,47,46,1.246002197265625,1.5250015258789062,,categorical_visible_marker_no_numeric_value,,,245,vector_marker_extracted,false,pdf_vector_point_and_source_crop_pixel
point,region_map,categorical_region_spot,Cancer,region_0082,171.06900024414062,87.09553146362305,0.7142920762116312,0.1538488782769661,379.454168,162.898048,3.177087,#ca2f2e,202,47,46,1.246002197265625,1.5250015258789062,,categorical_visible_marker_no_numeric_value,,,264,vector_marker_extracted,false,pdf_vector_point_and_source_crop_pixel
point,region_map,categorical_region_spot,Cancer,region_0083,174.3000030517578,87.09553146362305,0.7500111333703546,0.1538488782769661,392.916679,162.898048,3.177087,#ca2f2e,202,47,46,1.246002197265625,1.5250015258789062,,categorical_visible_marker_no_numeric_value,,,283,vector_marker_extracted,false,pdf_vector_point_and_source_crop_pixel
