series,sample_index,log10_molar,plotted_value,pdf_x_pt,pdf_y_pt,status
ADR,228,-5.332661214836019,82.99676812534182,160.84300231933594,231.67404174804688,curve_path_traced
ADR,229,-5.326616607910966,83.09727201430178,160.89999389648438,231.6180419921875,curve_path_traced
ADR,230,-5.161371458061045,83.09727201430178,162.4580078125,231.6180419921875,curve_path_traced
ADR,231,-5.155432045098543,83.19777590326176,162.51400756835938,231.56204223632812,curve_path_traced
ADR,232,-4.889325305585952,83.19777590326176,165.0229949951172,231.56204223632812,curve_path_traced
ADR,233,-4.883809905210963,83.29827979222173,165.0749969482422,231.50604248046875,curve_path_traced
ADR,234,-4.003287887598432,83.29827979222173,173.3769989013672,231.50604248046875,curve_path_traced
NA,0,-11.071008055686276,17.697720967439565,106.73899841308594,268.0580139160156,curve_path_traced
NA,1,-10.633716753361261,17.697720967439565,110.86199951171875,268.0580139160156,curve_path_traced
NA,2,-10.62777734039876,17.79641742951361,110.91799926757812,268.0030212402344,curve_path_traced
NA,3,-10.367608395480016,17.79641742951361,113.37100219726562,268.0030212402344,curve_path_traced
NA,4,-10.361668982517513,17.898728745359513,113.427001953125,267.9460144042969,curve_path_traced
NA,5,-10.20236486399875,17.898728745359513,114.92900085449219,267.9460144042969,curve_path_traced
NA,6,-10.190486038073745,17.999232634319487,115.04100036621094,267.8900146484375,curve_path_traced
NA,7,-9.794558620192486,18.403055617045315,118.77400207519531,267.6650085449219,curve_path_traced
NA,8,-9.782573791120605,18.49638456897327,118.88700103759766,267.6130065917969,curve_path_traced
NA,9,-9.735376496861225,18.49638456897327,119.33200073242188,267.6130065917969,curve_path_traced
NA,10,-9.729331080751844,18.598695884819172,119.38899993896484,267.5559997558594,curve_path_traced
NA,11,-9.694012612417469,18.598695884819172,119.72200012207031,267.5559997558594,curve_path_traced
NA,12,-9.688073199454967,18.69739234689322,119.77799987792969,267.5010070800781,curve_path_traced
NA,13,-9.658588140936216,18.69739234689322,120.05599975585938,267.5010070800781,curve_path_traced
NA,14,-9.646709315011211,18.797896235853194,120.16799926757812,267.44500732421875,curve_path_traced
NA,15,-9.616906247051825,18.797896235853194,120.4489974975586,267.44500732421875,curve_path_traced
NA,16,-9.611390846676835,18.900207551699097,120.5009994506836,267.38800048828125,curve_path_traced
NA,17,-9.575648365754946,18.900207551699097,120.83799743652344,267.38800048828125,curve_path_traced
NA,18,-9.569708952792444,19.00071144065907,120.89399719238281,267.3320007324219,curve_path_traced
NA,19,-9.546269310383073,19.00071144065907,121.11499786376953,267.3320007324219,curve_path_traced
NA,20,-9.534390484458068,19.10121532961905,121.22699737548828,267.2760009765625,curve_path_traced
NA,21,-9.522511658533066,19.10121532961905,121.33899688720703,267.2760009765625,curve_path_traced
NA,22,-9.510950842048697,19.201719218579022,121.447998046875,267.2200012207031,curve_path_traced
NA,23,-9.392586595386174,19.598312493761135,122.56399536132812,266.9990234375,curve_path_traced
NA,24,-9.386647182423673,19.69881638272111,122.6199951171875,266.9430236816406,curve_path_traced
NA,25,-9.369146952976802,19.69881638272111,122.78499603271484,266.9430236816406,curve_path_traced
NA,26,-9.363101536867422,19.80112769856701,122.84199523925781,266.8860168457031,curve_path_traced
NA,27,-9.35132790490497,19.80112769856701,122.9530029296875,266.8860168457031,curve_path_traced
NA,28,-9.345283297979917,19.901631587526985,123.00999450683594,266.83001708984375,curve_path_traced
NA,29,-9.327465059092411,19.901631587526985,123.17799377441406,266.83001708984375,curve_path_traced
NA,30,-9.321842846386218,20.000328049601034,123.23100280761719,266.7750244140625,curve_path_traced
NA,31,-9.309964020461214,20.000328049601034,123.34300231933594,266.7750244140625,curve_path_traced
NA,32,-9.304024607498713,20.102639365446937,123.39900207519531,266.718017578125,curve_path_traced
NA,33,-9.286100365464328,20.102639365446937,123.56800079345703,266.718017578125,curve_path_traced
NA,34,-9.280266955648704,20.19596831737489,123.62300109863281,266.666015625,curve_path_traced
NA,35,-9.27453954897996,20.19596831737489,123.677001953125,266.666015625,curve_path_traced
NA,36,-9.262660723054957,20.298279633220794,123.78900146484375,266.6090087890625,curve_path_traced
NA,37,-9.256721310092454,20.298279633220794,123.84500122070312,266.6090087890625,curve_path_traced
NA,38,-9.250781897129952,20.398783522180768,123.9010009765625,266.5530090332031,curve_path_traced
NA,39,-9.238903071204948,20.398783522180768,124.01300048828125,266.5530090332031,curve_path_traced
NA,40,-9.232857655095568,20.499287411140745,124.06999969482422,266.49700927734375,curve_path_traced
NA,41,-9.2212968386112,20.499287411140745,124.17900085449219,266.49700927734375,curve_path_traced
NA,42,-9.215463428795577,20.59979130010072,124.23400115966797,266.4410095214844,curve_path_traced
NA,43,-9.209524015833075,20.59979130010072,124.29000091552734,266.4410095214844,curve_path_traced
NA,44,-9.197539186761192,20.700295189060693,124.40299987792969,266.385009765625,curve_path_traced
NA,45,-9.191599773798691,20.700295189060693,124.45899963378906,266.385009765625,curve_path_traced
NA,46,-9.18566036083619,20.800799078020667,124.51499938964844,266.3290100097656,curve_path_traced
NA,47,-9.17409954435182,20.90130296698064,124.6240005493164,266.27301025390625,curve_path_traced
NA,48,-9.16816013138932,20.90130296698064,124.68000030517578,266.27301025390625,curve_path_traced
